newsid,title,negative,url,source,time,storydate,candidate,story_position,panel_position,domain
28259,"Swalwell: AG Bob Barr Should Resign, Trump a ""Double Digit Obstructer""",0,https://www.realclearpolitics.com/video/2019/04/18/swalwell_ag_bob_barr_should_resign_trump_a_double_digit_obstructer.html,RealClearPolitics,12 hours ago,4/19/2019 12:00,Eric Swalwell,4,1,www.realclearpolitics.com
34271,Tulsi Gabbard's Stance on Abortion Is Stuck in the '90s,1,https://www.vice.com/en_us/article/43k5db/tulsi-gabbards-stance-on-abortion-is-stuck-in-the-90s,Vice,1 day ago,10/17/2019 22:00,Tulsi Gabbard,6,1,www.vice.com
37605,Democrats’ frustration with the news media boils over,0,https://www.politico.com/story/2019/08/06/democrats-news-media-1449406,Politico,5 hours ago,8/6/2019 20:00,Beto O Rourke,1,1,www.politico.com
20983,"Campaign aide replaces Trump with Kamala Harris in viral 'meltdown' photo | 
TheHill",1,https://thehill.com/homenews/campaign/466386-campaign-aide-replaces-trump-with-kamala-harris-in-viral-meltdown-photo,The Hill,10 hours ago,10/18/2019 6:00,Kamala Harris,3,1,thehill.com
52798,"Joe Biden says 'radicalization' of young Democrats a myth: 'This is not a 
generation of socialists'",0,https://www.washingtontimes.com/news/2019/jul/21/joe-biden-says-radicalization-young-democrats-myth/,Washington Times,1 day ago,7/22/2019 8:00,Joe Biden,8,1,www.washingtontimes.com
18223,Harris campaign craters while Klobuchar climbs in Iowa,1,https://www.washingtonexaminer.com/news/harris-campaign-craters-while-klobuchar-climbs-in-iowa,Washington Examiner,15 hours ago,9/20/2019 10:00,Amy Klobuchar,6,1,www.washingtonexaminer.com
14918,Yang says impeachment may not help the Democrats in 2020,0,https://www.cnn.com/2019/11/21/politics/andrew-yang-impeachment-2020-cnntv/index.html,CNN.com,3 hours ago,11/22/2019 0:00,Andrew Yang,1,1,www.cnn.com
10066,"Beto O'Rourke travels across Mexico border, meets with asylum seekers",0,https://www.foxnews.com/politics/beto-orourke-mexico-border-asylum-seekers-texas,Fox News,1 day ago,7/2/2019 6:00,Beto O Rourke,2,1,www.foxnews.com
31261,'Weird': Congress reacts to Giuliani's latest Ukrainian venture,1,https://www.nbcnews.com/politics/trump-impeachment-inquiry/weird-congress-reacts-giuliani-s-latest-ukrainian-venture-n1097781,NBC News,2 hours ago,12/8/2019 16:00,Donald Trump,7,1,www.nbcnews.com
14583,The Media Did Not Make Up Native Anger Over Elizabeth Warren,1,https://splinternews.com/the-media-did-not-make-up-native-anger-over-elizabeth-w-1831493335,Splinter,9 hours ago,1/5/2019 0:00,Elizabeth Warren,7,1,splinternews.com
44716,"Julián Castro Said Kamala Harris's Campaign Suffered Because The Media 
Holds Candidates Of Color To Different Standards",0,https://www.buzzfeednews.com/article/nidhiprakash/julian-castro-kamala-harris-media-bias,BuzzFeed News,2 weeks ago,12/18/2019 12:00,Julian Castro,9,1,www.buzzfeednews.com
42460,Bloomberg far ahead of Buttigieg with voters paying little attention to 2020,0,https://www.washingtonexaminer.com/news/bloomberg-far-ahead-of-buttigieg-with-voters-paying-little-attention-to-2020,Washington Examiner,29 mins ago,12/16/2019 18:00,Michael Bloomberg,4,1,www.washingtonexaminer.com
21547,Amy Klobuchar Admits To Killing A Duck With A Golf Ball,0,https://dailycaller.com/2019/09/29/amy-klobuchar-admits-killing-duck-golf-ball/,The Daily Caller,2 days ago,10/1/2019 20:00,Amy Klobuchar,7,1,dailycaller.com
7776,A Debate Warning for Democrats,0,https://www.wsj.com/articles/democrats-and-john-delaneys-dad-11561649812,Wall Street Journal,14 hours ago,6/28/2019 6:00,John Delaney,1,1,www.wsj.com
22116,Inside Beto O'Rourke's Collapse,1,https://www.politico.com/news/2019/11/02/beto-orourke-campaign-064385,Politico,1 week ago,11/13/2019 4:00,Beto O Rourke,5,1,www.politico.com
59269,The Red-State Savior Democrats Don’t Want,1,https://www.politico.com/magazine/story/2019/10/25/steve-bullock-2020-presidential-candidate-democrat-red-state-trump-229862,Politico,1 week ago,11/2/2019 2:00,Steve Bullock,8,1,www.politico.com
44000,Andrew Yang releases Spotify playlist of 'favorite jams' | TheHill,0,https://thehill.com/blogs/blog-briefing-room/news/456395-andrew-yang-releases-spotify-playlist-of-favorite-jams,The Hill,2 days ago,8/8/2019 22:00,Andrew Yang,7,1,thehill.com
46013,Minneapolis mayor defends high price tag for Trump campaign rally,0,https://www.foxbusiness.com/money/minneapolis-mayor-trump-rally-price-tag,Fox Business,12 hours ago,10/14/2019 2:00,Donald Trump,10,1,www.foxbusiness.com
789,"Dishonest Kamala Harris now claiming $32 trillion healthcare plan won't 
require middle-class tax hikes",1,https://www.washingtonexaminer.com/opinion/dishonest-kamala-harris-now-claiming-32-trillion-healthcare-plan-wont-require-middle-class-tax-hikes,Washington Examiner,6 hours ago,7/17/2019 20:00,Kamala Harris,7,1,www.washingtonexaminer.com
17333,"Joy Behar tells Kirsten Gillibrand she doesn't believe Democrats are on 
even ground because they won't 'play dirty'",0,https://www.foxnews.com/entertainment/joy-behar-kirsten-gillibrand-view-democrats-dirty,Fox News,1 day ago,4/26/2019 6:00,Kirsten Gillibrand,2,1,www.foxnews.com
52427,Maybe Biden Is the Moderate Lane,0,https://www.nationalreview.com/corner/maybe-joe-biden-is-the-moderate-lane/,National Review,29 mins ago,8/26/2019 14:00,Joe Biden,3,1,www.nationalreview.com
20559,"Cory Booker Warns Trump: 'If You Come After Joe Biden, You're Going to Have 
to Deal with Me'",0,https://townhall.com/tipsheet/juliorosas/2019/10/07/cory-booker-tells-trump-if-you-come-after-joe-biden-youre-going-to-have-to-deal-with-me-n2554282,Townhall,16 hours ago,10/8/2019 6:00,Cory Booker,8,1,townhall.com
21936,Rep. Tim Ryan on his longshot bid for the presidency,0,https://www.graydc.com/content/news/Rep-Tim-Ryan-on-his-longshot-bid-for-the-presidency-561977231.html,Gray DC,6 hours ago,10/2/2019 18:00,Tim Ryan,1,1,www.graydc.com
57940,Montana governor again hints at possible presidential run,0,http://nbcmontana.com/news/local/montana-governor-again-hints-at-possible-presidential-run,KECI,1 day ago,5/13/2019 6:00,Steve Bullock,4,1,nbcmontana.com
6344,"Marianne Williamson: I'm not some 'crystal woo-woo lady' people on the 
'left' say I am",1,https://www.foxnews.com/media/marianne-williamson-crystal-woo-woo-lady,Fox News,2 weeks ago,10/17/2019 10:00,Marianne Williamson,10,1,www.foxnews.com
35447,Julián Castro and the Cordial Candidacy,0,https://www.nytimes.com/2018/12/16/opinion/julian-castro-democrat-2020.html,The New York Times,1 day ago,12/18/2018 6:00,Julian Castro,1,1,www.nytimes.com
8942,"Meghan McCain rips Tom Steyer during 'View' appearance: 'You bought your 
way' onto debate stage",1,https://www.foxnews.com/media/meghan-mccain-rips-tom-steyer-during-view-appearance-you-bought-your-way-onto-debate-stage,Fox News,2 days ago,12/16/2019 16:00,Tom Steyer,10,1,www.foxnews.com
18434,,0,,,,12/1/2019 6:00,,,,
48249,The Daily Indignities Faced by 2020 Long Shots,1,https://www.nytimes.com/2019/09/04/us/politics/bullock-bennet-democrats-2020.html,The New York Times,3 weeks ago,9/23/2019 12:00,Michael Bennet,7,2,www.nytimes.com
27011,The Only Democrat Running to Challenge Trump on National Security,0,https://www.theatlantic.com/politics/archive/2019/03/moulton-positions-himself-national-security-candidate/584341/,The Atlantic,4 weeks ago,4/4/2019 0:00,Seth Moulton,8,1,www.theatlantic.com
59420,"Buttigieg Battles Mike Pence, or So He Imagines",1,https://www.wsj.com/articles/buttigieg-battles-mike-pence-or-so-he-imagines-11556232516,Wall Street Journal,17 hours ago,4/26/2019 12:00,Pete Buttigieg,8,1,www.wsj.com
30261,Buttigieg campaign introduces contest for lowest donation | TheHill,0,https://thehill.com/homenews/campaign/475890-buttigieg-campaign-introduces-contest-for-lowest-donation,The Hill,2 days ago,12/27/2019 2:00,Bernie Sanders,9,1,thehill.com
39388,"Climate change: What Greta Thunberg, Michael Bloomberg, and meteorologist 
Jeff Berardelli want you to do to help the climate",0,https://www.cbsnews.com/news/climate-change-greta-thunberg-michael-bloomberg-and-a-meteorologist-want-you-to-help-the-climate/,CBS News,2 days ago,9/23/2019 8:00,Michael Bloomberg,2,9,www.cbsnews.com
47017,"Beto baggage? In Texas, a Republican won with signs tying his opponent to 
O’Rourke.",1,https://www.star-telegram.com/opinion/bud-kennedy/article237142899.html,Fort Worth Star-Telegram,2 days ago,11/11/2019 4:00,Beto O Rourke,4,1,www.star-telegram.com
13511,Jay Inslee’s Climate Plan Is Every Wonk’s Dream,0,https://www.greentechmedia.com/articles/read/jay-inslees-climate-plan-is-every-wonks-dream,Greentech Media,1 day ago,5/29/2019 12:00,Jay Inslee,1,1,www.greentechmedia.com
45921,Andrew Yang scored over 100K new Twitter followers after Dem debate,0,https://nypost.com/2019/06/29/andrew-yang-scored-over-100k-new-twitter-followers-after-dem-debate/,New York Post,19 hours ago,6/30/2019 12:00,Andrew Yang,4,1,nypost.com
23060,"Kamala Harris, Elizabeth Warren and Other Democrats Shift Into High Gear 
for 2020",0,https://www.nytimes.com/2018/12/29/us/politics/2020-democratic-candidates-kamala-elizabeth-warren.html,The New York Times,2 weeks ago,1/10/2019 18:00,Kirsten Gillibrand,6,1,www.nytimes.com
12302,Did President Trump Posthumously Pardon Charles Manson?,1,https://www.snopes.com/fact-check/trump-manson-pardon/,Snopes.com,53 mins ago,12/9/2019 4:00,Donald Trump,5,1,www.snopes.com
27877,"Tulsi Gabbard on online Russian support: They agree it's better when we're 
'not on the brink of nuclear war' | TheHill",1,https://thehill.com/homenews/campaign/460231-tulsi-gabbard-on-online-russian-support-they-agree-its-better-when-were-not,The Hill,20 hours ago,9/7/2019 8:00,Tulsi Gabbard,4,1,thehill.com
16655,Marianne Williamson on the Importance of Public Morality in Politics.,0,https://freespeech.org/stories/marianne-williamson-on-the-importance-of-public-morality-in-politics/,Free Speech TV,1 day ago,12/5/2019 18:00,Marianne Williamson,3,5,freespeech.org
8792,"Dan Bongino rips NYC mayor for cop-soaking incidents: 'This is your fault, 
de Blasio'",1,https://www.foxnews.com/media/dan-bongino-rips-nyc-mayor-for-officers-being-doused-in-water-this-is-the-your-fault-de-blasio,Fox News,2 days ago,7/29/2019 2:00,Bill de Blasio,9,1,www.foxnews.com
15124,,0,,,,7/4/2019 14:00,,,,
11753,Fix is in: Also-ran Democrats slam DNC for 10-strong debate field,0,https://www.washingtonexaminer.com/news/fix-is-in-also-ran-democrats-slam-dnc-for-10-strong-debate-field,Washington Examiner,2 days ago,8/29/2019 22:00,Steve Bullock,8,1,www.washingtonexaminer.com
21946,"Indiana Mayor Pete Buttigieg touts Electoral College reform in presidential 
bid",0,https://www.upi.com/Top_News/US/2019/02/06/Indiana-Mayor-Pete-Buttigieg-touts-Electoral-College-reform-in-presidential-bid/3751549473790/,UPI.com,2 days ago,2/8/2019 18:00,Pete Buttigieg,6,1,www.upi.com
40915,Just How Much Will AOC’s Endorsement Be Worth?,0,https://slate.com/news-and-politics/2019/05/aocs-2020-endorsement-choice-bernie-sanders-or-elizabeth-warren.html,Slate Magazine,1 hour ago,5/14/2019 18:00,Elizabeth Warren,6,1,slate.com
38926,"Washington Post’s TikTok is courting Julian Castro, Andrew Yang, and Beto 
O’Rourke",0,https://www.vox.com/the-goods/2019/11/15/20965526/washington-post-tiktok-julian-castro-andrew-yang-2020,Vox,1 day ago,11/17/2019 2:00,Andrew Yang,8,1,www.vox.com
1821,John Delaney plans campaign stop in Waverly,0,https://wcfcourier.com/news/local/govt-and-politics/john-delaney-plans-campaign-stop-in-waverly/article_86c125a8-67b3-563a-b4d9-95a47e321bcd.html,Waterloo-Cedar Falls Courier,20 hours ago,10/16/2019 8:00,John Delaney,2,2,wcfcourier.com
31238,Xi Zeroes In on Trump Trade Deal as China Acts to Steady Markets,0,https://www.bloomberg.com/news/articles/2019-11-05/xi-zeroes-in-on-trump-trade-deal-as-china-acts-to-steady-markets,Bloomberg,1 hour ago,11/5/2019 4:00,Donald Trump,5,1,www.bloomberg.com
27420,Democrat Steve Bullock ends struggling presidential campaign,1,https://www.usatoday.com/story/news/politics/elections/2019/12/02/steve-bullock-montana-governor-ends-democratic-presidential-campaign/2078891001/,USA Today,3 weeks ago,12/26/2019 0:00,Steve Bullock,5,1,www.usatoday.com
40029,Hunter Biden suspected of smoking crack in DC strip club's VIP room,1,https://pagesix.com/2019/11/26/hunter-biden-suspected-of-smoking-crack-in-dc-strip-clubs-vip-room/,Page Six,21 hours ago,11/27/2019 18:00,Joe Biden,9,1,pagesix.com
29562,Moulton doubles down on Trump impeachment after Mueller testimony - Itemlive,0,https://www.itemlive.com/2019/07/24/moulton-doubles-down-on-trump-impeachment-after-mueller-testimony/,Itemlive,1 day ago,7/26/2019 18:00,Seth Moulton,10,1,www.itemlive.com
18894,It’s Not About Corruption. It’s About Revenge.,0,https://slate.com/news-and-politics/2019/12/ukraine-trump-gop-revenge.html,Slate,6 hours ago,12/6/2019 0:00,Donald Trump,9,1,slate.com
2530,"Watch: Dem Presidential Candidate Marianne Williamson Lays Out Peace Dept. 
Plan",0,https://www.breitbart.com/2020-election/2019/10/24/watch-dem-presidential-candidate-marianne-williamson-lays-out-peace-dept-plan/,Breitbart,2 days ago,10/26/2019 22:00,Marianne Williamson,5,2,www.breitbart.com
53558,"De Blasio cites reading The Post, making phone calls as proof of hard work",1,https://nypost.com/2019/09/04/de-blasio-cites-reading-the-post-making-phone-calls-as-proof-of-hard-work/,New York Post,12 hours ago,9/5/2019 6:00,Bill de Blasio,2,1,nypost.com
52837,This Is Who Showed Up for a Buttigieg Rally at a SC Baptist Church,0,https://www.advocate.com/election/2019/8/27/who-showed-buttigieg-rally-sc-baptist-church,The Advocate,5 hours ago,8/27/2019 12:00,Pete Buttigieg,6,1,www.advocate.com
9875,"John Delaney Had More to Say About His Radical Opponents on the Hugh Hewitt 
Show",0,https://townhall.com/tipsheet/cortneyobrien/2019/06/28/john-delaney-had-more-to-say-about-his-radical-opponents-on-the-hugh-hewitt-show-n2549173,Townhall,2 days ago,7/1/2019 2:00,John Delaney,3,1,townhall.com
58720,"Cory Booker, Michael Bennet and John Delaney won't be on Vermont primary 
ballot",0,https://www.cnn.com/2019/12/17/politics/vermont-primary-ballot/index.html,CNN.com,1 week ago,12/27/2019 16:00,John Delaney,2,2,www.cnn.com
15146,Colorado Sen. Michael Bennet to campaign in eastern Iowa,0,https://qctimes.com/news/local/colorado-sen-michael-bennet-to-campaign-in-eastern-iowa/article_88bbe6ea-8b12-5546-9790-ce4d5b1ce9e1.html,The Quad-City Times,1 day ago,11/27/2019 14:00,Michael Bennet,3,3,qctimes.com
40649,Washington latest state to call for ban on flavored vaping products,0,https://www.cbsnews.com/news/washington-state-vaping-gov-jay-inslee-executive-order-to-ban-sale-of-flavored-vaping-products/,CBS News,1 day ago,9/29/2019 4:00,Jay Inslee,6,1,www.cbsnews.com
1197,"No, Trump Is Not Facing the Death Penalty over Ukraine",0,https://www.nationalreview.com/2019/09/no-trump-is-not-facing-the-death-penalty-over-ukraine/,National Review,2 weeks ago,10/10/2019 16:00,Bill Weld,8,1,www.nationalreview.com
57630,"Amy Klobuchar's bad-boss flaws are disturbing. Should Democrats write her 
off for 2020?",1,https://www.usatoday.com/story/opinion/2019/02/25/democrats-2020-amy-klobuchar-bad-boss-too-soon-write-her-off-column/2971302002/,USA Today,13 hours ago,2/25/2019 18:00,Amy Klobuchar,5,1,www.usatoday.com
759,Bullock to take part in Democratic presidential debate,0,https://helenair.com/news/state-and-regional/govt-and-politics/bullock-to-take-part-in-democratic-presidential-debate/article_b8887a0f-b480-5ccc-89c0-6c9db8e79dc7.html,HelenaIR.com,1 day ago,7/19/2019 6:00,Steve Bullock,4,1,helenair.com
10604,Bloomberg calls for more armed security guards at Johns Hopkins University,0,https://nypost.com/2019/01/23/bloomberg-calls-for-more-armed-security-guards-at-johns-hopkins-university/,New York Post,2 days ago,1/26/2019 6:00,Michael Bloomberg,8,1,nypost.com
43532,Iowa Poll: Dem Sen. Klobuchar Leaps Into WH Contention,0,https://www.newsmax.com/newsfront/amy-klobuchar-2020-white-house-presidential-candidate/2018/12/17/id/894835/,Newsmax.com,14 hours ago,12/18/2018 12:00,Amy Klobuchar,4,1,www.newsmax.com
7251,Watchdog group files complaint accusing de Blasio of flouting FEC rules,1,https://www.politico.com/states/new-york/city-hall/story/2019/08/07/watchdog-group-files-complaint-accusing-de-blasio-of-flouting-fec-rules-1134497,Politico,6 hours ago,8/8/2019 0:00,Bill de Blasio,4,1,www.politico.com
43129,"We analyzed the schedules of every top 2020 Democrat. Here are the big 
takeaways.",0,https://www.politico.com/story/2019/08/29/2020-democrat-schedules-1477641,Politico,1 day ago,8/30/2019 10:00,Amy Klobuchar,4,1,www.politico.com
16457,,0,,,,10/3/2019 2:00,,,,
52942,"Tim Ryan says Trump's Toledo mistake shows 'diminished mental capacity' to 
lead",0,https://www.washingtonexaminer.com/news/tim-ryan-says-trumps-toledo-mistake-shows-diminished-mental-capacity-to-lead,Washington Examiner,23 hours ago,8/6/2019 12:00,Tim Ryan,9,1,www.washingtonexaminer.com
53695,"Booker reaches fundraising goal, says ‘I’m staying in this race’",0,https://www.foxnews.com/politics/booker-reaches-fundraising-goal-says-im-staying-in-this-race,Fox News,19 hours ago,10/1/2019 6:00,Cory Booker,1,1,www.foxnews.com
50941,Democratic debate: Andrew Yang is 9th candidate to qualify for next debate,0,https://www.vox.com/2019/8/8/20758519/democratic-debate-qualification-polls-candidates-yang-gabbard,Vox,17 hours ago,8/9/2019 8:00,Andrew Yang,2,1,www.vox.com
47713,Democratic Candidate Andrew Yang Predicts White People Will Shoot Up Asians,0,https://dailycaller.com/2019/03/14/andrew-yang-white-people-shoot-asians/,The Daily Caller,1 day ago,3/16/2019 12:00,Andrew Yang,7,1,dailycaller.com
59485,"Sasse Condemns Beto O’Rourke’s ‘Bigoted’ Call to Strip Churches of Tax 
Exempt Status",1,https://www.nationalreview.com/news/sasse-condemns-beto-orourkes-bigoted-call-to-strip-churches-of-tax-exempt-status/,National Review,1 day ago,10/12/2019 12:00,Beto O Rourke,10,1,www.nationalreview.com
56666,"Billionaire Democratic Donor Tom Steyer Shaped California—And Now Eyes 
White House",0,https://timesofsandiego.com/politics/2019/10/06/billionaire-democratic-donor-tom-steyer-shaped-california-and-now-eyes-white-house/,Times of San Diego,9 hours ago,10/7/2019 12:00,Tom Steyer,2,1,timesofsandiego.com
26153,"Hillary Clinton Denounces ‘Toxic’ Political ‘Falsehoods’ after Accusing 
Tulsi Gabbard of Allying with Republicans",1,https://www.nationalreview.com/news/hillary-clinton-denounces-toxic-political-falsehoods-after-accusing-tulsi-gabbard-of-allying-with-republicans/,National Review,2 days ago,11/2/2019 18:00,Tulsi Gabbard,8,1,www.nationalreview.com
42258,Amy Klobuchar On NPR Politics Podcast: Judicial Nominations Are Top Priority,0,https://www.npr.org/2019/07/12/741184717/nominating-judges-is-a-top-priority-for-klobuchar-but-she-isnt-naming-names,NPR,11 hours ago,7/15/2019 18:00,Amy Klobuchar,1,1,www.npr.org
41357,Elizabeth Warren blows up the 'war room',0,https://www.politico.com/news/2019/11/08/elizabeth-warren-campaign-067768,Politico,56 mins ago,11/8/2019 14:00,Elizabeth Warren,1,1,www.politico.com
32980,Finley: Harris wins dumb idea contest during debate,1,https://www.detroitnews.com/story/opinion/2019/10/15/finley-harris-wins-dumb-idea-contest-during-debate/3994163002/,Detroit News,1 day ago,10/17/2019 6:00,Kamala Harris,9,1,www.detroitnews.com
16678,'I see you': How Kamala Harris left a legacy for girls of color,0,https://www.cnn.com/2019/12/14/politics/kamala-harris-legacy/index.html,CNN.com,3 days ago,12/18/2019 8:00,Kamala Harris,10,1,www.cnn.com
8621,Warren’s $19 million haul highlights big fundraising quarter for Democrats,0,https://www.washingtonpost.com/politics/warrens-19-million-haul-highlights-big-fundraising-quarter-for-democrats/2019/07/08/567dfc64-a19d-11e9-bd56-eac6bb02d01d_story.html,Washington Post,16 hours ago,7/9/2019 12:00,Elizabeth Warren,9,1,www.washingtonpost.com
46009,Klobuchar says Trump is '10 minutes' away from going to war | TheHill,0,https://thehill.com/homenews/campaign/450571-klobuchar-says-trump-is-10-minutes-away-from-going-to-war,The Hill,5 hours ago,6/27/2019 4:00,Amy Klobuchar,6,1,thehill.com
24577,How Harvard Made Pete Buttigieg the Moderate That Progressives Love to Hate,0,https://www.politico.com/news/magazine/2019/12/18/pete-buttigieg-background-harvard-president-2020-086640,Politico,5 hours ago,12/18/2019 10:00,Pete Buttigieg,2,1,www.politico.com
2343,Jack Dorsey Maxed Out His Donation to Tulsi Gabbard After the First Debate,0,https://www.vanityfair.com/news/2019/07/jack-dorsey-tulsi-gabbard-andrew-yang-donations-2020,Vanity Fair,2 days ago,7/19/2019 4:00,Tulsi Gabbard,1,1,www.vanityfair.com
31320,"Bullock drops White House bid, won't run for Senate | TheHill",1,https://thehill.com/homenews/campaign/472553-bullock-drops-white-house-bid-wont-run-for-senate,The Hill,1 week ago,12/10/2019 20:00,Steve Bullock,8,1,thehill.com
6175,"Presidential candidate Beto O'Rourke speaks at Alabama Democratic 
Convention in Birmingham",0,http://abc3340.com/news/local/presidential-candidate-beto-orourke-speaks-at-alabama-democratic-convention-in-birmingham,ABC 33/40,17 hours ago,10/20/2019 12:00,Beto O Rourke,2,1,abc3340.com
34351,,0,,,,10/27/2019 8:00,,,,
19299,Bernie Sanders 2020? New Hampshire Progressives Are Divided,0,https://www.npr.org/2019/01/30/689742354/run-bernie-run-n-h-progressives-divided-by-another-bernie-sanders-bid,NPR,1 day ago,1/31/2019 6:00,Bernie Sanders,1,1,www.npr.org
52927,Williamson: US economy skewed in favor of few people,0,https://www.cnn.com/videos/politics/2019/08/24/economic-plan-marianne-williamson-ndwknd-sot-vpx.cnn,CNN.com,22 hours ago,8/25/2019 6:00,Marianne Williamson,2,1,www.cnn.com
24768,Mueller’s testimony equals end of any Trump impeachment talk,0,https://nypost.com/2019/07/24/muellers-testimony-equals-end-of-any-trump-impeachment-talk/,New York Post,3 hours ago,7/24/2019 22:00,Donald Trump,1,1,nypost.com
44468,Billionaire Tom Steyer to join crowded 2020 presidential race,0,https://nypost.com/2019/07/08/billionaire-tom-steyer-to-join-crowded-2020-presidential-race/,New York Post,7 hours ago,7/8/2019 8:00,Tom Steyer,8,1,nypost.com
48276,Cory Booker Unveils Climate Plan | All In | MSNBC,0,https://www.youtube.com/watch?v=iCdmEsRWkx8,YouTube,17 hours ago,9/4/2019 16:00,Cory Booker,5,1,www.youtube.com
8434,"House conservatives call for ethics probe into Joaquin Castro tweet | 
TheHill",1,https://thehill.com/homenews/house/456902-house-conservatives-call-for-ethics-probe-into-joaquin-castro-tweet,The Hill,2 days ago,8/12/2019 16:00,Julian Castro,9,1,thehill.com
12774,"Booker ally pressured Newark water contractors to donate to mayor's 
campaign, jailed official told FBI",1,https://www.nj.com/essex/2019/08/bookers-mayoral-campaign-profited-from-corrupt-newark-agency-jailed-official-told-fbi.html,NJ.com,5 days ago,9/3/2019 8:00,Cory Booker,10,1,www.nj.com
49567,Are we watching the liberation of Kamala Harris?,0,https://www.washingtonpost.com/opinions/2019/11/21/are-we-watching-liberation-kamala-harris/,The Washington Post,2 hours ago,11/21/2019 16:00,Kamala Harris,1,1,www.washingtonpost.com
38149,"Bill Weld, on Trump's Ukraine Call: 'It's Treason, Pure and Simple, and the 
Penalty for Treason…Is Death'",0,https://reason.com/2019/09/23/bill-weld-on-trumps-ukraine-call-its-treason-pure-and-simple-and-the-penalty-for-treason-is-death/,Reason Magazine,2 weeks ago,10/9/2019 12:00,Bill Weld,8,1,reason.com
38004,Rep. Ryan: Trump touting controversial drug,0,https://www.cnn.com/videos/politics/2019/06/18/rep-tim-ryan-intv-trump-touts-controversial-depression-drug-sot-crn-vpx.cnn,CNN.com,3 days ago,6/22/2019 6:00,Tim Ryan,7,1,www.cnn.com
6423,Cory Booker would rather beat Trump at the polls,0,https://www.politico.com/news/2019/12/22/cory-booker-donald-trump-election-089352,Politico,2 days ago,12/25/2019 2:00,Cory Booker,10,1,www.politico.com
45356,"Booker, Klobuchar look to turn debate performances into votes | TheHill",0,https://thehill.com/homenews/campaign/471592-booker-klobuchar-look-to-turn-debate-performances-into-votes,The Hill,2 hours ago,11/22/2019 8:00,Cory Booker,3,1,thehill.com
10946,"Billionaire Tom Steyer steps down from Clinton-linked think tank amid 2020 
run for president",0,https://www.cnbc.com/2019/08/07/tom-steyer-steps-down-from-clinton-linked-think-tank-board-in-midst-of-2020-run.html,CNBC.com,6 hours ago,8/7/2019 22:00,Tom Steyer,1,1,www.cnbc.com
588,"Marianne Williamson: Trump 'Sends Out Warning Shots - You Criticize Me, I'm 
Coming After You'",0,https://www.cnsnews.com/news/article/melanie-arter/marianne-williamson-trump-sends-out-warning-shots-you-criticize-me-im,CNS News,1 hour ago,7/29/2019 14:00,Marianne Williamson,4,1,www.cnsnews.com
51315,Dem. Presidential Candidate Calls for $100B in Slavery Reparations,0,https://www.ebony.com/news/dem-presidential-candidate-calls-100b-slavery-reparations/,Ebony Magazine,1 month ago,3/24/2019 0:00,Marianne Williamson,6,2,www.ebony.com
17536,Inslee raises $3 million for presidential campaign in second quarter,0,https://www.seattletimes.com/seattle-news/politics/inslee-raises-3-million-for-presidential-campaign-in-second-quarter/,The Seattle Times,1 week ago,7/25/2019 22:00,Jay Inslee,9,1,www.seattletimes.com
58620,That Marianne Mind$et: Obeying the Law of Divine Compensation,0,https://www.rollingstone.com/politics/politics-features/marianne-williamson-institute-president-run-2020-primary-907441/,Rolling Stone,3 weeks ago,11/25/2019 0:00,Marianne Williamson,6,2,www.rollingstone.com
37441,"Klobuchar: A woman with Buttigieg's experience would not be on presidential 
debate stage | TheHill",0,https://thehill.com/homenews/campaign/469805-klobuchar-a-woman-with-same-experience-as-buttigieg-would-not-be-on,The Hill,1 day ago,11/12/2019 4:00,Amy Klobuchar,10,1,thehill.com
22886,"Slog PM: Someone Is Stealing Bull Balls in Oregon, Measles Are Back, and 
Jay Inslee Has Transformed into a Giant Tree",1,https://www.thestranger.com/slog/2019/08/22/41169829/slog-pm-someone-is-stealing-bull-balls-in-oregon-measles-is-back-and-jay-inslee-has-transformed-into-a-giant-tree,The Stranger,1 day ago,8/24/2019 0:00,Jay Inslee,7,1,www.thestranger.com
46201,Major Donors Lift Democratic National Committee: Campaign Update,0,https://www.bloomberg.com/news/articles/2019-07-19/poll-shows-biden-leading-field-with-25-support-campaign-update,Bloomberg,1 day ago,7/20/2019 14:00,Steve Bullock,3,1,www.bloomberg.com
46238,"Julian Castro Explains How He Would Use Executive Action To Address Climate 
Change – And It's A Doozy",0,https://townhall.com/tipsheet/bethbaumann/2019/09/04/julian-castro-explains-how-he-would-use-executive-action-to-address-climate-change-and-its-a-doozy-n2552622,Townhall,4 hours ago,9/5/2019 0:00,Julian Castro,4,1,townhall.com
3203,Why a Democratic underdog stays in the presidential hunt,0,https://finance.yahoo.com/news/presidential-candidate-john-hickenlooper-172348184.html,Yahoo Finance,2 days ago,7/21/2019 20:00,John Hickenlooper,2,1,finance.yahoo.com
5621,"Amy Klobuchar is standing 'on the shoulders of immigrants' so maybe she 
should climb down",1,https://www.washingtonexaminer.com/opinion/amy-klobuchar-is-standing-on-the-shoulders-of-immigrants-so-maybe-she-should-climb-down,Washington Examiner,1 day ago,8/8/2019 22:00,Amy Klobuchar,7,1,www.washingtonexaminer.com
33574,De Blasio to blame for botched Superstorm Sandy recovery: Malliotakis,1,https://nypost.com/2019/10/25/de-blasio-to-blame-for-botched-superstorm-sandy-recovery-malliotakis/,New York Post,12 hours ago,10/26/2019 6:00,Bill de Blasio,3,1,nypost.com
